r0,g0,b0,r1,g1,b1,r2,g2,b2,r3,g3,b3,r4,g4,b4,r5,g5,b5,r6,g6,b6,r7,g7,b7,r8,g8,b8,r9,g9,b9,r10,g10,b10,r11,g11,b11,r12,g12,b12,r13,g13,b13,r14,g14,b14,r15,g15,b15,r16,g16,b16,r17,g17,b17,r18,g18,b18,r19,g19,b19,r20,g20,b20,r21,g21,b21,r22,g22,b22,r23,g23,b23,r24,g24,b24,cluster
0.278879,0.279751,0.313765,0.253204,0.257178,0.291414,0.224865,0.233382,0.266188,0.21699,0.227647,0.25967,0.231113,0.240179,0.272628,0.299475,0.299314,0.333981,0.302924,0.303904,0.339883,0.291009,0.294044,0.330067,0.27881,0.283506,0.318082,0.271001,0.275686,0.308976,0.305471,0.305714,0.341877,0.329013,0.329122,0.364637,0.318604,0.320699,0.356614,0.305233,0.308851,0.342741,0.292933,0.296074,0.331524,0.253002,0.25636,0.294103,0.263705,0.266706,0.304703,0.266702,0.270516,0.309134,0.267118,0.271509,0.307285,0.26917,0.273213,0.310324,0.222402,0.231753,0.275918,0.228938,0.236634,0.27986,0.226628,0.233737,0.275958,0.224221,0.230507,0.270461,0.226827,0.232567,0.273868,cluster1
0.279886,0.282497,0.323174,0.243301,0.251796,0.300335,0.228599,0.23999,0.290918,0.223364,0.236112,0.283816,0.231571,0.241568,0.287388,0.282671,0.282754,0.318292,0.239644,0.246451,0.292437,0.225139,0.234501,0.284946,0.218715,0.230503,0.277064,0.2249,0.236347,0.281416,0.345274,0.342314,0.374556,0.221058,0.225555,0.264649,0.23637,0.244227,0.292062,0.238195,0.25036,0.295433,0.216507,0.229016,0.272383,0.436929,0.432841,0.462626,0.263304,0.268009,0.305469,0.242199,0.251638,0.296317,0.256842,0.268109,0.311664,0.213509,0.225112,0.267201,0.26764,0.26492,0.29727,0.223953,0.229939,0.268491,0.218391,0.227756,0.271674,0.209789,0.221132,0.263594,0.220448,0.231487,0.27234,cluster3
0.290121,0.285039,0.31026,0.260918,0.261086,0.290379,0.229984,0.23664,0.273905,0.198387,0.207008,0.25115,0.178746,0.186461,0.231356,0.310363,0.298533,0.320722,0.277603,0.273872,0.30258,0.239123,0.242299,0.281701,0.197042,0.204277,0.250282,0.174134,0.182064,0.227963,0.322837,0.309158,0.331513,0.281167,0.277971,0.307905,0.240781,0.241942,0.282394,0.197671,0.201946,0.249733,0.171951,0.179369,0.225915,0.319144,0.307156,0.331221,0.283551,0.27906,0.308476,0.243677,0.242456,0.28316,0.203427,0.204478,0.25221,0.179174,0.183349,0.230464,0.312949,0.301743,0.329055,0.280621,0.276175,0.308583,0.247315,0.243231,0.283893,0.213481,0.211192,0.258464,0.192793,0.193623,0.24145,cluster3
0.273708,0.276709,0.324524,0.272337,0.275248,0.319963,0.242434,0.248613,0.299184,0.14156,0.153885,0.23799,0.097493,0.114845,0.210781,0.272892,0.275649,0.323485,0.272673,0.275258,0.320286,0.236333,0.242405,0.294647,0.136959,0.148927,0.234117,0.096269,0.113581,0.208638,0.272973,0.275151,0.321851,0.272604,0.274696,0.31925,0.229261,0.235039,0.289443,0.132704,0.144503,0.229971,0.095716,0.113232,0.207037,0.274213,0.274829,0.320748,0.272582,0.273978,0.317835,0.222084,0.227948,0.283989,0.129293,0.141416,0.226341,0.096207,0.113549,0.206447,0.277754,0.276775,0.321855,0.274112,0.274707,0.317663,0.216851,0.222377,0.279757,0.127617,0.139045,0.223655,0.097026,0.114082,0.205804,cluster3
0.27735,0.279228,0.322746,0.262837,0.265692,0.311807,0.161416,0.171122,0.250333,0.103931,0.118343,0.21301,0.09698,0.113956,0.208422,0.274564,0.276574,0.320002,0.256409,0.259976,0.307084,0.154791,0.165713,0.246054,0.101319,0.11683,0.210853,0.096089,0.113704,0.208425,0.272889,0.274796,0.317555,0.249719,0.25371,0.30216,0.149167,0.160383,0.242041,0.099749,0.116056,0.209636,0.096298,0.11408,0.209606,0.271754,0.273213,0.315129,0.243333,0.247615,0.297113,0.14446,0.155863,0.238,0.098818,0.115716,0.208283,0.096527,0.114328,0.209976,0.271349,0.271946,0.313414,0.236906,0.241232,0.291852,0.140479,0.151719,0.234012,0.09872,0.115735,0.207278,0.097262,0.114947,0.210854,cluster3
0.654349,0.582632,0.559468,0.772813,0.728174,0.707887,0.801976,0.761994,0.742107,0.772971,0.745536,0.728429,0.638338,0.61771,0.598048,0.679162,0.611507,0.585407,0.768391,0.726189,0.701323,0.778269,0.746832,0.714459,0.758462,0.735883,0.706189,0.64193,0.619824,0.596173,0.686059,0.625736,0.599192,0.773303,0.730509,0.70861,0.772626,0.73238,0.714936,0.768335,0.736188,0.720227,0.653777,0.62883,0.610167,0.6734,0.632989,0.589025,0.71361,0.681441,0.638923,0.704391,0.674403,0.637565,0.664374,0.644533,0.611505,0.580596,0.56504,0.533511,0.582755,0.550613,0.50257,0.582208,0.552554,0.502664,0.553053,0.535149,0.486223,0.520117,0.508048,0.46704,0.459335,0.446969,0.407594,cluster4
0.692213,0.756698,0.605476,0.685694,0.756358,0.594627,0.658163,0.738051,0.562502,0.638831,0.725837,0.538704,0.614195,0.705038,0.508911,0.642661,0.730158,0.534665,0.638473,0.72988,0.530311,0.612002,0.709636,0.502804,0.591923,0.697597,0.482531,0.570679,0.682368,0.45947,0.53683,0.660543,0.410032,0.535579,0.658999,0.408751,0.524551,0.651433,0.39953,0.508995,0.639141,0.385653,0.483071,0.615699,0.35986,0.46285,0.595768,0.326701,0.471062,0.602882,0.33359,0.456707,0.590229,0.32232,0.442153,0.577456,0.310399,0.424085,0.560325,0.29411,0.344364,0.388418,0.304258,0.339748,0.383041,0.299658,0.337221,0.382837,0.301065,0.327736,0.374295,0.293635,0.325445,0.371689,0.290662,cluster2
0.772158,0.724862,0.725469,0.735578,0.686288,0.693603,0.678445,0.624865,0.653606,0.64904,0.593433,0.639466,0.632038,0.575251,0.626098,0.784964,0.741861,0.743005,0.741605,0.696056,0.703289,0.656484,0.608486,0.635966,0.622732,0.57461,0.619283,0.671124,0.626679,0.672044,0.721885,0.67388,0.692158,0.699357,0.651322,0.673141,0.652211,0.609829,0.649283,0.636732,0.601076,0.641225,0.623607,0.592848,0.626986,0.521408,0.481353,0.514461,0.495322,0.459042,0.495118,0.474534,0.440329,0.479098,0.489809,0.460942,0.495538,0.453928,0.424535,0.442056,0.530828,0.488056,0.51857,0.527867,0.492372,0.526949,0.471461,0.437569,0.462677,0.41697,0.382428,0.391955,0.39999,0.367537,0.377714,cluster4
0.783506,0.667567,0.632441,0.695341,0.570588,0.546828,0.579785,0.437464,0.427112,0.693557,0.544426,0.535261,0.717621,0.559878,0.538186,0.755881,0.639811,0.605676,0.711953,0.590316,0.565906,0.590439,0.459496,0.448797,0.646881,0.514866,0.505375,0.730163,0.604207,0.575089,0.717398,0.602691,0.572189,0.691336,0.571154,0.548763,0.562496,0.447393,0.437486,0.661385,0.55363,0.539603,0.732103,0.634648,0.603121,0.692349,0.583624,0.563318,0.654476,0.544634,0.530258,0.50905,0.405535,0.39756,0.573498,0.473927,0.466224,0.625579,0.530185,0.506063,0.628507,0.528727,0.514197,0.548758,0.451562,0.446235,0.452965,0.360965,0.359689,0.522015,0.435042,0.428796,0.579381,0.49586,0.473546,cluster4
0.749158,0.607805,0.586671,0.572336,0.448172,0.435877,0.560688,0.461967,0.454704,0.717815,0.632848,0.615971,0.599919,0.515303,0.5009,0.741091,0.599086,0.57898,0.599291,0.472552,0.456951,0.56394,0.465434,0.45685,0.740828,0.657548,0.63999,0.559908,0.479239,0.464925,0.689135,0.545211,0.523155,0.623323,0.492702,0.475094,0.591887,0.49455,0.483201,0.712748,0.630777,0.616379,0.5442,0.465439,0.455812,0.710412,0.565788,0.545861,0.672567,0.543525,0.527625,0.640161,0.535951,0.520401,0.640325,0.552028,0.535768,0.509731,0.430603,0.41996,0.701177,0.559128,0.539743,0.680105,0.553628,0.538462,0.695337,0.579369,0.557905,0.695135,0.586205,0.561241,0.560257,0.46784,0.452534,cluster4
0.677636,0.601211,0.600711,0.470805,0.394446,0.396267,0.594072,0.509753,0.508352,0.700315,0.626336,0.614246,0.672482,0.601489,0.590334,0.678455,0.609248,0.608325,0.363093,0.293906,0.295299,0.529215,0.452637,0.453842,0.606907,0.541457,0.535302,0.514292,0.45109,0.443573,0.652048,0.5847,0.583681,0.330128,0.269914,0.274102,0.592852,0.512823,0.514362,0.675808,0.608435,0.60395,0.549807,0.493998,0.489852,0.602918,0.539257,0.541009,0.345684,0.286579,0.29053,0.560481,0.485733,0.486363,0.648063,0.584967,0.579026,0.580284,0.5272,0.525805,0.563821,0.503573,0.508509,0.385343,0.326776,0.332559,0.582852,0.509096,0.510989,0.573215,0.512632,0.508587,0.484123,0.437157,0.439777,cluster2
0.246339,0.223493,0.263022,0.10897,0.095782,0.10437,0.847477,0.845424,0.847258,0.760594,0.753876,0.755745,0.269227,0.254949,0.26071,0.25025,0.224865,0.261396,0.124113,0.111464,0.119465,0.878428,0.87696,0.878781,0.736337,0.729506,0.7322,0.194798,0.180109,0.186162,0.224966,0.196022,0.22615,0.101087,0.088766,0.097046,0.872377,0.870577,0.872533,0.748717,0.742125,0.744931,0.181694,0.166386,0.17324,0.242346,0.206988,0.232217,0.115247,0.100389,0.112504,0.718488,0.714802,0.718231,0.70377,0.696869,0.699902,0.320728,0.300221,0.306875,0.299324,0.25805,0.283982,0.190905,0.166998,0.186455,0.546237,0.533482,0.543619,0.553874,0.539347,0.548379,0.357105,0.326709,0.335735,cluster2
0.363282,0.315099,0.322626,0.455477,0.397007,0.404248,0.522222,0.471692,0.474298,0.741936,0.693596,0.694451,0.585853,0.539656,0.541196,0.261113,0.238711,0.248212,0.409042,0.384617,0.395099,0.523277,0.496867,0.50374,0.657943,0.61951,0.623386,0.422086,0.377743,0.381265,0.48155,0.470753,0.482095,0.659372,0.645373,0.656934,0.634061,0.618946,0.627946,0.458878,0.43783,0.445382,0.320382,0.286912,0.29732,0.390345,0.37604,0.386872,0.627284,0.611703,0.622751,0.747435,0.735072,0.74292,0.489241,0.469869,0.478413,0.232049,0.208167,0.216216,0.271862,0.240059,0.24979,0.370958,0.347482,0.358628,0.66534,0.646765,0.653575,0.691566,0.673488,0.680837,0.310638,0.291609,0.299577,cluster2
0.373775,0.387645,0.445442,0.419967,0.437075,0.497168,0.457191,0.473064,0.529963,0.469372,0.484702,0.539464,0.346579,0.35469,0.410412,0.385919,0.400377,0.457435,0.434859,0.454455,0.516879,0.488419,0.50603,0.565542,0.482913,0.498517,0.553823,0.332398,0.338691,0.393626,0.388113,0.405058,0.463085,0.44627,0.467926,0.530467,0.489687,0.508869,0.569882,0.487196,0.503595,0.55998,0.325111,0.330895,0.386331,0.384542,0.401809,0.460602,0.442235,0.464343,0.528045,0.486393,0.50525,0.565323,0.480345,0.495854,0.553183,0.322056,0.327764,0.383362,0.372147,0.389762,0.448117,0.409225,0.429893,0.49176,0.453569,0.469964,0.527274,0.445655,0.459357,0.514023,0.306699,0.312101,0.366855,cluster2
0.437994,0.405092,0.433899,0.422129,0.390164,0.422036,0.421427,0.389818,0.425094,0.402579,0.371359,0.413539,0.369234,0.339715,0.381777,0.463545,0.430207,0.45969,0.457085,0.422312,0.455027,0.445012,0.410291,0.443961,0.400631,0.370568,0.410034,0.357822,0.333129,0.374824,0.476202,0.443786,0.475184,0.45572,0.422032,0.45618,0.460497,0.426846,0.460528,0.43229,0.403569,0.442287,0.34364,0.317705,0.359231,0.431751,0.400587,0.433855,0.420349,0.388837,0.425336,0.419371,0.388381,0.426553,0.420845,0.393438,0.434812,0.34016,0.317232,0.362302,0.41446,0.385417,0.421505,0.399391,0.371912,0.410545,0.376445,0.350806,0.390413,0.356535,0.334699,0.377873,0.307058,0.290484,0.336287,cluster2
0.443628,0.42357,0.458987,0.443133,0.420562,0.455905,0.408804,0.380923,0.420842,0.363135,0.337975,0.380894,0.342138,0.319135,0.363535,0.44847,0.427105,0.464186,0.44963,0.428009,0.464895,0.40743,0.382765,0.424295,0.355864,0.333503,0.377032,0.336363,0.316324,0.359832,0.434937,0.415395,0.453966,0.439796,0.420714,0.459066,0.401607,0.380432,0.421901,0.351202,0.331479,0.375716,0.330871,0.310744,0.355047,0.416779,0.402336,0.444734,0.413431,0.397278,0.43952,0.368301,0.350038,0.391272,0.32736,0.309452,0.35067,0.309117,0.290589,0.332709,0.384004,0.3714,0.412875,0.369773,0.35579,0.396646,0.356926,0.341835,0.384316,0.356003,0.34245,0.385484,0.341258,0.327181,0.368581,cluster1
0.376118,0.365757,0.400337,0.350065,0.340779,0.376848,0.338354,0.330355,0.365242,0.326232,0.317702,0.352536,0.31877,0.31142,0.347732,0.356564,0.347776,0.384901,0.346092,0.336264,0.372896,0.341614,0.331967,0.366723,0.329348,0.3191,0.35341,0.318585,0.310427,0.34689,0.335448,0.331321,0.36837,0.33819,0.331029,0.367925,0.336855,0.329242,0.365651,0.331649,0.324158,0.359144,0.321568,0.314394,0.350899,0.302225,0.30055,0.336081,0.307488,0.303409,0.340091,0.305273,0.300723,0.337776,0.307443,0.303027,0.339989,0.303932,0.300196,0.338395,0.290697,0.288184,0.319414,0.25667,0.253491,0.285491,0.263862,0.259868,0.293756,0.274306,0.271018,0.307389,0.278634,0.274754,0.313982,cluster1
0.339513,0.322765,0.355075,0.32754,0.310842,0.346071,0.319092,0.301966,0.340394,0.310659,0.2943,0.334922,0.306677,0.290098,0.332012,0.304946,0.293122,0.32994,0.297821,0.284485,0.323384,0.296521,0.28169,0.323626,0.29639,0.281555,0.325061,0.297897,0.282876,0.327301,0.283361,0.274402,0.312118,0.276816,0.266368,0.308125,0.28348,0.269883,0.31277,0.290624,0.275515,0.32051,0.295986,0.279428,0.32586,0.279338,0.271919,0.311685,0.270514,0.262599,0.306642,0.278758,0.267273,0.312447,0.291982,0.277682,0.324009,0.300884,0.284319,0.33154,0.295083,0.284381,0.325634,0.290751,0.279808,0.323643,0.295214,0.283201,0.327402,0.29735,0.283947,0.329577,0.296578,0.281626,0.328015,cluster1
0.371264,0.489691,0.297645,0.364062,0.4861,0.287171,0.363547,0.486144,0.285396,0.336242,0.421198,0.297598,0.293549,0.319595,0.316027,0.378632,0.509492,0.29122,0.37216,0.508488,0.279453,0.373269,0.511979,0.278011,0.344798,0.444074,0.2908,0.299211,0.335907,0.310013,0.390155,0.545644,0.274774,0.386321,0.548957,0.263942,0.389366,0.556134,0.262908,0.359779,0.485772,0.27551,0.312476,0.372496,0.295486,0.409697,0.584949,0.273932,0.406818,0.589769,0.263401,0.410782,0.598041,0.26321,0.381987,0.526525,0.277095,0.337107,0.413312,0.300536,0.406446,0.567416,0.284569,0.401877,0.57111,0.271601,0.406686,0.579567,0.271707,0.387161,0.521326,0.28971,0.355413,0.427739,0.318818,cluster1
0.274901,0.283633,0.320342,0.279167,0.292373,0.326314,0.284713,0.301892,0.331414,0.283962,0.30385,0.33152,0.317332,0.335758,0.367957,0.27494,0.284405,0.320967,0.279512,0.292967,0.326491,0.284672,0.302175,0.33187,0.284286,0.30423,0.332228,0.320696,0.338934,0.371784,0.274836,0.285332,0.321439,0.279451,0.29294,0.326665,0.284671,0.302283,0.332577,0.284753,0.304432,0.332974,0.323264,0.341764,0.375254,0.276967,0.287688,0.324069,0.281021,0.294337,0.328258,0.28454,0.30236,0.332372,0.285648,0.305352,0.333847,0.326452,0.344748,0.37895,0.278239,0.289422,0.325286,0.283649,0.296458,0.330751,0.284351,0.302852,0.332197,0.287055,0.306813,0.335151,0.330225,0.348329,0.383009,cluster1
0.321794,0.326795,0.367885,0.235811,0.243505,0.291789,0.255897,0.265789,0.323284,0.259804,0.271683,0.329491,0.262647,0.274778,0.33101,0.219632,0.225456,0.269107,0.232494,0.243012,0.299329,0.237739,0.249337,0.310116,0.24024,0.25383,0.313547,0.2508,0.26259,0.322148,0.211589,0.218759,0.250292,0.215034,0.227208,0.280241,0.226355,0.241488,0.304791,0.226651,0.242387,0.303257,0.239928,0.253377,0.31513,0.333676,0.343027,0.34885,0.166781,0.176696,0.210264,0.218787,0.23213,0.293208,0.206174,0.222171,0.278357,0.208985,0.224489,0.2804,0.624471,0.633549,0.632382,0.140885,0.149749,0.168789,0.209103,0.223091,0.275916,0.248478,0.261652,0.312231,0.274549,0.287072,0.338214,cluster1
0.337218,0.338488,0.371355,0.260711,0.26937,0.306739,0.236424,0.250308,0.290229,0.22647,0.243075,0.280558,0.229196,0.244487,0.278092,0.334692,0.334139,0.366074,0.262023,0.270157,0.308448,0.23261,0.246766,0.288963,0.2221,0.240759,0.279272,0.22354,0.241711,0.276515,0.335032,0.334598,0.365956,0.259628,0.269033,0.309344,0.228985,0.24349,0.287703,0.218396,0.237988,0.27793,0.220396,0.239341,0.275048,0.330536,0.331927,0.363159,0.257988,0.268988,0.307583,0.226198,0.241519,0.284753,0.213787,0.233172,0.272807,0.218703,0.236117,0.272029,0.327353,0.328497,0.361391,0.258656,0.270381,0.310158,0.22207,0.238501,0.280925,0.210437,0.228801,0.267672,0.216817,0.232946,0.268429,cluster1
0.347646,0.339179,0.37064,0.277683,0.277275,0.316491,0.237336,0.245497,0.290972,0.212934,0.2268,0.272889,0.21115,0.225724,0.268446,0.355225,0.343732,0.372253,0.277969,0.278489,0.318301,0.238757,0.246078,0.292468,0.21224,0.22602,0.273851,0.206057,0.221324,0.265234,0.361374,0.348502,0.375083,0.284461,0.282738,0.320998,0.242225,0.24866,0.29453,0.215642,0.228208,0.273653,0.204646,0.219538,0.26198,0.362781,0.349669,0.376374,0.28745,0.286007,0.32475,0.245376,0.250121,0.296165,0.218723,0.229551,0.272905,0.205746,0.218478,0.259266,0.362347,0.34976,0.377916,0.297597,0.294306,0.333959,0.253943,0.257161,0.303478,0.225844,0.235384,0.276852,0.214878,0.224486,0.263916,cluster1
0.395718,0.373971,0.404185,0.337908,0.322508,0.359127,0.287817,0.279521,0.320133,0.222233,0.220023,0.274168,0.189247,0.186077,0.242619,0.369562,0.350256,0.385943,0.317007,0.30471,0.343778,0.270266,0.266184,0.310962,0.212201,0.212538,0.269104,0.184288,0.186632,0.244571,0.333783,0.323817,0.362572,0.294318,0.290258,0.333185,0.258017,0.260363,0.308785,0.208421,0.211322,0.267732,0.177453,0.1829,0.241302,0.290903,0.289244,0.332722,0.268368,0.270886,0.316129,0.236944,0.243475,0.294,0.19055,0.196763,0.254346,0.168497,0.17548,0.233377,0.249136,0.248867,0.295894,0.241489,0.245239,0.2964,0.209441,0.216767,0.272692,0.172996,0.18218,0.241813,0.159484,0.168379,0.226683,cluster3
0.468551,0.49237,0.669775,0.360807,0.385194,0.550267,0.270597,0.291801,0.416848,0.18998,0.203361,0.287466,0.167782,0.177245,0.243102,0.348232,0.366686,0.483692,0.249172,0.266763,0.354405,0.191224,0.208587,0.280475,0.158937,0.173781,0.244084,0.156601,0.168859,0.236962,0.196409,0.209968,0.283047,0.17286,0.190805,0.260967,0.154202,0.174017,0.24696,0.139613,0.157477,0.23048,0.141637,0.156501,0.225704,0.165013,0.181785,0.249163,0.156007,0.176234,0.247019,0.142703,0.16415,0.236517,0.130117,0.149681,0.220888,0.13258,0.148809,0.21643,0.180023,0.19927,0.265242,0.15824,0.179365,0.247566,0.140901,0.162028,0.230914,0.129015,0.148289,0.215604,0.127896,0.145463,0.212056,cluster3
0.606094,0.506336,0.451331,0.78682,0.736371,0.668918,0.83874,0.791003,0.732576,0.782107,0.745871,0.681468,0.541334,0.508724,0.446073,0.599971,0.506976,0.447705,0.776502,0.727566,0.656344,0.821601,0.771552,0.716371,0.758444,0.723589,0.66382,0.535175,0.507115,0.444749,0.596051,0.513047,0.447582,0.753145,0.706013,0.631941,0.805388,0.75419,0.697502,0.742717,0.708047,0.649269,0.526046,0.500573,0.439303,0.588152,0.512718,0.444538,0.724874,0.678659,0.603065,0.759846,0.718567,0.660882,0.700018,0.674909,0.615375,0.494037,0.473477,0.41244,0.580351,0.511943,0.442278,0.669422,0.631959,0.557496,0.697245,0.669342,0.608862,0.627351,0.608107,0.548491,0.464712,0.449572,0.391539,cluster4
0.6785,0.558203,0.557113,0.762353,0.676015,0.658413,0.787886,0.703036,0.681324,0.742258,0.65821,0.647175,0.587118,0.496708,0.500339,0.673033,0.560807,0.557834,0.753634,0.668408,0.651492,0.770739,0.688182,0.669308,0.727704,0.64548,0.636906,0.581954,0.498683,0.504023,0.670989,0.569742,0.566069,0.730639,0.646736,0.633045,0.749743,0.669509,0.650769,0.696558,0.617412,0.611813,0.553063,0.478813,0.484672,0.656368,0.563836,0.559073,0.707535,0.621885,0.609972,0.693457,0.623051,0.613477,0.637109,0.578333,0.575719,0.479512,0.423455,0.43342,0.622133,0.537894,0.534436,0.638196,0.566078,0.562825,0.596777,0.542479,0.542679,0.515261,0.463435,0.472706,0.417326,0.368911,0.385339,cluster4
0.833713,0.73772,0.695533,0.829555,0.729327,0.691732,0.719573,0.586437,0.558149,0.679189,0.52359,0.504303,0.645464,0.47015,0.462407,0.817055,0.72708,0.678739,0.809588,0.707987,0.670955,0.703857,0.574796,0.549779,0.641759,0.497751,0.48104,0.638955,0.490299,0.478293,0.781475,0.687261,0.646626,0.739983,0.634074,0.601828,0.671724,0.555495,0.528341,0.64699,0.526099,0.502994,0.628533,0.505854,0.490147,0.701184,0.608494,0.569352,0.697564,0.600864,0.564994,0.621243,0.523404,0.495898,0.582851,0.485195,0.46133,0.540423,0.442121,0.42288,0.641484,0.565102,0.525448,0.588174,0.516133,0.489512,0.537185,0.461813,0.440395,0.484201,0.403903,0.386183,0.482778,0.406112,0.388735,cluster4
0.766854,0.600439,0.569513,0.746823,0.571986,0.544688,0.721606,0.544419,0.521015,0.640773,0.474495,0.459454,0.543152,0.40466,0.400909,0.766993,0.598789,0.569835,0.75891,0.582513,0.554336,0.721626,0.543035,0.519876,0.631018,0.470798,0.456743,0.523912,0.393531,0.390482,0.769744,0.599987,0.571369,0.760124,0.585065,0.558186,0.727069,0.547947,0.525549,0.6342,0.47562,0.461051,0.517683,0.393176,0.390767,0.768287,0.599725,0.571284,0.766845,0.591498,0.56448,0.732165,0.554249,0.530354,0.654206,0.499434,0.483348,0.510936,0.390961,0.386434,0.757891,0.594689,0.567765,0.75649,0.587859,0.560586,0.725274,0.552982,0.525948,0.639355,0.486809,0.471115,0.535061,0.407867,0.400049,cluster4
0.736978,0.602625,0.577098,0.706464,0.57639,0.55632,0.681716,0.557981,0.543406,0.583595,0.46501,0.457375,0.470528,0.360738,0.357729,0.692148,0.552058,0.527581,0.674757,0.540192,0.51863,0.644746,0.519567,0.504453,0.579119,0.465297,0.456901,0.463974,0.360424,0.357437,0.728816,0.581732,0.556185,0.709087,0.571092,0.546532,0.669189,0.541535,0.524475,0.580329,0.467843,0.459082,0.452606,0.355127,0.353467,0.734933,0.5919,0.565836,0.704186,0.568241,0.546898,0.669585,0.542554,0.526523,0.591383,0.479819,0.471952,0.437617,0.343294,0.341118,0.724907,0.589746,0.564922,0.701668,0.566444,0.546041,0.661558,0.536958,0.521972,0.59672,0.487235,0.480838,0.463305,0.372728,0.370424,cluster4
0.39853,0.336779,0.341435,0.464893,0.430348,0.430369,0.802208,0.780866,0.778545,0.585134,0.559582,0.558166,0.282002,0.254533,0.260924,0.363412,0.295274,0.292136,0.411127,0.376993,0.377122,0.876996,0.856957,0.854193,0.558592,0.533568,0.533171,0.278329,0.2489,0.253418,0.51852,0.45282,0.44667,0.627027,0.59471,0.59266,0.846807,0.825417,0.822702,0.422042,0.39838,0.399961,0.298551,0.265809,0.271967,0.690814,0.616826,0.609278,0.626375,0.580762,0.576544,0.45279,0.422768,0.422102,0.271915,0.240743,0.246079,0.359025,0.314681,0.32574,0.559645,0.479984,0.47804,0.507725,0.439661,0.437366,0.475278,0.413146,0.415976,0.428461,0.366686,0.377625,0.393921,0.342067,0.356964,cluster2
0.430522,0.421965,0.43127,0.602155,0.597958,0.603663,0.763297,0.757999,0.760864,0.143156,0.12991,0.14009,0.218499,0.209603,0.238086,0.272943,0.259573,0.267797,0.630282,0.625594,0.630576,0.876417,0.873922,0.875726,0.132864,0.121857,0.129497,0.21233,0.205372,0.233585,0.170702,0.15461,0.162666,0.554359,0.548833,0.554784,0.930572,0.929538,0.930931,0.124388,0.116751,0.125228,0.195648,0.190385,0.218718,0.193172,0.178401,0.191167,0.524431,0.51905,0.526396,0.891283,0.890677,0.892831,0.156953,0.150209,0.159813,0.194952,0.190063,0.219515,0.336974,0.32258,0.34039,0.503498,0.500066,0.512022,0.693419,0.692139,0.699523,0.21647,0.209851,0.22413,0.215417,0.209373,0.238985,cluster2
0.138605,0.12552,0.132645,0.868663,0.861191,0.86126,0.711015,0.70014,0.701753,0.200421,0.186908,0.194984,0.383316,0.355484,0.371048,0.110814,0.097476,0.10504,0.869151,0.862381,0.862484,0.75435,0.743229,0.744257,0.205713,0.189938,0.195112,0.412528,0.378293,0.387297,0.133767,0.119754,0.12944,0.815238,0.808681,0.810377,0.804302,0.793295,0.793979,0.379347,0.362373,0.366366,0.559527,0.524542,0.532872,0.172283,0.157371,0.17505,0.57237,0.564005,0.568985,0.496473,0.485399,0.490076,0.227242,0.206046,0.21444,0.376432,0.337952,0.346071,0.234268,0.210008,0.232548,0.556484,0.540879,0.559611,0.524097,0.507788,0.527654,0.348782,0.319867,0.33887,0.455416,0.414631,0.433843,cluster2
0.260053,0.235093,0.243843,0.598179,0.585753,0.593373,0.744446,0.73527,0.74216,0.275503,0.255075,0.265828,0.302557,0.282095,0.299774,0.406922,0.390821,0.400062,0.742106,0.733271,0.739813,0.718558,0.707236,0.713104,0.25907,0.23594,0.244648,0.318842,0.296575,0.310486,0.529327,0.508273,0.514882,0.553268,0.537675,0.543942,0.431551,0.411703,0.417774,0.318667,0.280176,0.287736,0.354689,0.327565,0.340398,0.47172,0.425005,0.432011,0.395251,0.355255,0.362196,0.429109,0.380661,0.39139,0.461379,0.403761,0.416534,0.378497,0.339436,0.353132,0.491795,0.426163,0.437071,0.519659,0.453138,0.464938,0.507018,0.439544,0.454898,0.461381,0.399517,0.417988,0.455433,0.40571,0.425676,cluster2
0.577889,0.607212,0.820246,0.508272,0.541263,0.789819,0.439379,0.47117,0.731279,0.3489,0.36841,0.572309,0.292132,0.286997,0.398764,0.529916,0.564896,0.819527,0.460732,0.502034,0.80016,0.416955,0.454152,0.741481,0.335934,0.35347,0.543487,0.275319,0.263241,0.345688,0.48066,0.520885,0.810784,0.436412,0.481755,0.800997,0.402634,0.43908,0.71605,0.311076,0.320932,0.47251,0.261735,0.244143,0.299783,0.454449,0.497235,0.803207,0.416219,0.459042,0.760875,0.356273,0.38478,0.608358,0.275044,0.277894,0.387712,0.263352,0.244699,0.29876,0.39372,0.433832,0.717478,0.348124,0.380935,0.615328,0.302164,0.323009,0.495272,0.255385,0.256086,0.354163,0.269116,0.250511,0.303998,cluster2
0.560474,0.506734,0.529532,0.501346,0.453705,0.478645,0.434395,0.393712,0.419848,0.358952,0.326285,0.352245,0.323618,0.292996,0.320197,0.540791,0.488981,0.511755,0.477639,0.431331,0.45622,0.406579,0.368125,0.389021,0.346026,0.315366,0.33756,0.318583,0.290987,0.315646,0.511526,0.463998,0.487334,0.444467,0.400565,0.419616,0.380455,0.344825,0.365165,0.339551,0.311067,0.33257,0.326399,0.299879,0.322603,0.463611,0.421766,0.446381,0.398163,0.360205,0.377897,0.360266,0.327172,0.349982,0.32789,0.303014,0.325061,0.329745,0.306503,0.328542,0.394926,0.36175,0.38129,0.347628,0.319588,0.343986,0.333123,0.307193,0.333927,0.319183,0.297281,0.320083,0.336291,0.316748,0.338937,cluster1
