r0,g0,b0,r1,g1,b1,r2,g2,b2,r3,g3,b3,r4,g4,b4,r5,g5,b5,r6,g6,b6,r7,g7,b7,r8,g8,b8,r9,g9,b9,r10,g10,b10,r11,g11,b11,r12,g12,b12,r13,g13,b13,r14,g14,b14,r15,g15,b15,r16,g16,b16,r17,g17,b17,r18,g18,b18,r19,g19,b19,r20,g20,b20,r21,g21,b21,r22,g22,b22,r23,g23,b23,r24,g24,b24,r25,g25,b25,r26,g26,b26,r27,g27,b27,r28,g28,b28,r29,g29,b29,r30,g30,b30,r31,g31,b31,r32,g32,b32,r33,g33,b33,r34,g34,b34,r35,g35,b35,r36,g36,b36,r37,g37,b37,r38,g38,b38,r39,g39,b39,r40,g40,b40,r41,g41,b41,r42,g42,b42,r43,g43,b43,r44,g44,b44,r45,g45,b45,r46,g46,b46,r47,g47,b47,r48,g48,b48,cluster
0.555397,0.379027,0.379918,0.5341,0.37169,0.367737,0.717791,0.578488,0.555056,0.843347,0.727025,0.668198,0.931679,0.837327,0.758413,0.851628,0.725037,0.687837,0.707102,0.543259,0.535876,0.56064,0.386373,0.383968,0.523744,0.363367,0.357466,0.711593,0.572621,0.55097,0.846715,0.731215,0.670208,0.932039,0.83607,0.758727,0.842762,0.71389,0.6768,0.69615,0.526596,0.520733,0.569001,0.395034,0.391958,0.519658,0.36174,0.355871,0.692571,0.55495,0.53467,0.840378,0.729399,0.666724,0.928472,0.830272,0.753819,0.829706,0.699007,0.664815,0.685722,0.516048,0.511601,0.580925,0.411151,0.406038,0.512624,0.360023,0.353922,0.683448,0.550828,0.530143,0.848905,0.739317,0.675754,0.917753,0.818526,0.746533,0.812752,0.681256,0.64978,0.689115,0.521558,0.515773,0.601148,0.430692,0.424072,0.512867,0.364093,0.357955,0.666282,0.540098,0.519917,0.849617,0.74028,0.676596,0.864113,0.762184,0.699407,0.770822,0.641254,0.615704,0.667861,0.515232,0.510902,0.601397,0.44991,0.439768,0.505031,0.373542,0.365821,0.658164,0.538959,0.518745,0.808213,0.699695,0.642907,0.793722,0.694561,0.643158,0.729594,0.611881,0.593706,0.615378,0.475316,0.472851,0.595029,0.458506,0.448433,0.497608,0.376238,0.368992,0.637505,0.523248,0.504272,0.751867,0.645314,0.596426,0.751319,0.660077,0.612038,0.648513,0.542474,0.530104,0.559308,0.434927,0.435844,cluster2
0.422964,0.402076,0.31901,0.470446,0.450963,0.367453,0.721742,0.679749,0.609482,0.817444,0.755438,0.6837,0.810101,0.756733,0.666982,0.757735,0.699791,0.612984,0.691371,0.626421,0.539398,0.390977,0.379576,0.297451,0.483171,0.467613,0.384737,0.73623,0.692712,0.62324,0.817974,0.75203,0.68021,0.810369,0.759534,0.667501,0.746682,0.689093,0.599228,0.68468,0.619935,0.530011,0.40173,0.389042,0.307789,0.503616,0.485053,0.401513,0.750386,0.706114,0.635087,0.819856,0.757372,0.683177,0.804379,0.758101,0.664965,0.740788,0.683365,0.59109,0.70164,0.636631,0.546395,0.435456,0.421137,0.336258,0.534881,0.51268,0.42545,0.759204,0.714671,0.64244,0.818506,0.759162,0.688657,0.809916,0.760286,0.675503,0.748151,0.686263,0.604088,0.710034,0.64171,0.56133,0.467979,0.454984,0.368441,0.540697,0.519605,0.42799,0.741432,0.70216,0.621785,0.782496,0.72926,0.651478,0.780535,0.733592,0.645777,0.728243,0.668762,0.586532,0.701157,0.632213,0.551214,0.491616,0.477932,0.389016,0.535317,0.516385,0.420059,0.688984,0.658775,0.566915,0.727676,0.686379,0.59425,0.743373,0.704671,0.61138,0.682225,0.626138,0.543817,0.651619,0.587449,0.504434,0.49992,0.48449,0.396162,0.527978,0.510548,0.411202,0.630586,0.60818,0.505652,0.673649,0.646428,0.532804,0.673477,0.648449,0.539348,0.632047,0.589922,0.496046,0.615938,0.561828,0.469772,cluster2
0.351442,0.278122,0.277377,0.570605,0.496515,0.480857,0.771931,0.702885,0.681429,0.721496,0.641751,0.615427,0.630209,0.538485,0.508439,0.669449,0.559628,0.524343,0.610822,0.520106,0.495981,0.32072,0.252964,0.253816,0.589002,0.520048,0.503895,0.793907,0.726271,0.705013,0.705745,0.624546,0.599541,0.595922,0.501231,0.471592,0.624044,0.513525,0.479909,0.615857,0.524761,0.499474,0.32794,0.259786,0.260316,0.624755,0.55547,0.540124,0.807769,0.737022,0.719332,0.713626,0.629153,0.608896,0.652433,0.551489,0.526361,0.579676,0.473574,0.446928,0.58333,0.494112,0.470581,0.335957,0.26864,0.269623,0.642048,0.572033,0.555926,0.802843,0.731679,0.713536,0.692602,0.611015,0.588437,0.698866,0.604674,0.574063,0.630899,0.529748,0.496757,0.588892,0.504167,0.479113,0.34811,0.275943,0.275243,0.657472,0.588152,0.570038,0.799989,0.729455,0.710539,0.655377,0.572992,0.55181,0.682376,0.589896,0.56091,0.648678,0.548521,0.516335,0.632664,0.551376,0.525162,0.366343,0.28903,0.286938,0.649194,0.578575,0.559167,0.770732,0.699102,0.679884,0.647886,0.562551,0.541449,0.6826,0.581701,0.552,0.681592,0.583654,0.553078,0.732944,0.646373,0.61797,0.411845,0.330992,0.326422,0.667065,0.590379,0.569462,0.786023,0.707067,0.686662,0.669278,0.580047,0.554849,0.660192,0.554395,0.519138,0.706829,0.607301,0.572731,0.753121,0.662146,0.633596,cluster2
0.441897,0.372308,0.378237,0.489357,0.406313,0.404458,0.551405,0.467303,0.462841,0.597856,0.520853,0.51436,0.666913,0.586133,0.580096,0.600837,0.5181,0.513011,0.50776,0.427385,0.426444,0.468138,0.406275,0.413083,0.562732,0.47657,0.473541,0.591481,0.502991,0.498177,0.57782,0.502067,0.496177,0.673195,0.598507,0.592696,0.603595,0.528436,0.525303,0.517123,0.437413,0.435098,0.358668,0.309856,0.321023,0.422637,0.35699,0.357795,0.468762,0.399832,0.394687,0.51432,0.455056,0.449207,0.688623,0.620352,0.614134,0.57987,0.503902,0.501245,0.507404,0.432343,0.431256,0.442689,0.409721,0.419668,0.495771,0.453636,0.457337,0.501322,0.461716,0.458649,0.533453,0.496401,0.491917,0.589868,0.543404,0.536954,0.534325,0.460244,0.456635,0.458836,0.397847,0.396255,0.580921,0.551459,0.559467,0.61061,0.573428,0.576053,0.668867,0.636636,0.633601,0.724353,0.696104,0.692768,0.56276,0.522804,0.517257,0.396337,0.339589,0.335448,0.465998,0.409453,0.406807,0.368487,0.325907,0.3302,0.38457,0.338977,0.339307,0.441118,0.40342,0.400466,0.666162,0.635206,0.632021,0.664421,0.623561,0.616336,0.377443,0.318561,0.312392,0.481106,0.4278,0.424873,0.470143,0.413469,0.412903,0.57268,0.498396,0.492989,0.489739,0.435246,0.429322,0.658494,0.609308,0.601427,0.742796,0.689921,0.679316,0.406329,0.350011,0.344847,0.481692,0.431989,0.430915,cluster2
0.323463,0.28893,0.312919,0.365965,0.326978,0.348059,0.456183,0.41975,0.428627,0.504886,0.468212,0.467356,0.362693,0.327678,0.328951,0.299155,0.266965,0.272731,0.306253,0.277208,0.283641,0.359457,0.328141,0.351795,0.338613,0.300575,0.317762,0.49051,0.457207,0.458516,0.696199,0.662626,0.658334,0.683817,0.649894,0.647453,0.667612,0.638022,0.639971,0.651417,0.626078,0.629067,0.335868,0.305464,0.330209,0.298573,0.267704,0.282636,0.580106,0.549754,0.549052,0.76146,0.731273,0.728804,0.510264,0.47848,0.479941,0.374706,0.345704,0.353037,0.429642,0.405465,0.41222,0.340272,0.309112,0.336222,0.306352,0.275915,0.29138,0.643172,0.614755,0.614632,0.712835,0.685605,0.685897,0.371878,0.34121,0.344041,0.331225,0.304396,0.320886,0.324545,0.300946,0.316303,0.335837,0.304904,0.331886,0.302993,0.273913,0.290299,0.620343,0.59464,0.596809,0.718863,0.693891,0.695049,0.375694,0.34889,0.353406,0.310479,0.281214,0.29049,0.334402,0.310174,0.322514,0.328918,0.297447,0.324329,0.309886,0.280368,0.2998,0.535881,0.512651,0.517014,0.711374,0.688357,0.68932,0.57008,0.544904,0.547015,0.500086,0.472936,0.476238,0.465888,0.443515,0.44882,0.322418,0.292513,0.322084,0.322816,0.295503,0.321731,0.492995,0.471559,0.482324,0.570019,0.549234,0.55181,0.516742,0.493683,0.497536,0.541623,0.516624,0.519879,0.5772,0.55703,0.560407,cluster3
0.284513,0.247421,0.271079,0.128652,0.105187,0.109451,0.872762,0.865777,0.865925,0.746634,0.735639,0.737198,0.448337,0.428375,0.431069,0.54446,0.498019,0.497059,0.567789,0.51139,0.50447,0.264368,0.228172,0.253143,0.123077,0.101867,0.105574,0.900682,0.896894,0.896877,0.714359,0.704037,0.704798,0.334781,0.313523,0.31625,0.483596,0.437779,0.437242,0.549842,0.497752,0.491543,0.256733,0.217857,0.241255,0.123888,0.103171,0.107471,0.91686,0.914001,0.914115,0.72648,0.716084,0.716791,0.314338,0.292788,0.295232,0.538675,0.485582,0.484817,0.605288,0.549476,0.542971,0.259345,0.215573,0.235588,0.128865,0.107465,0.111846,0.885283,0.881393,0.881485,0.710226,0.699753,0.701034,0.279007,0.256235,0.258849,0.531824,0.476036,0.476833,0.582705,0.525226,0.518418,0.301538,0.248305,0.263883,0.143631,0.119991,0.125045,0.83966,0.831837,0.831977,0.695006,0.683343,0.685521,0.270847,0.245297,0.248846,0.470605,0.415221,0.417894,0.546145,0.48908,0.483219,0.365256,0.304858,0.319294,0.196812,0.163831,0.170475,0.679054,0.664101,0.666016,0.610295,0.593063,0.596511,0.363112,0.326506,0.330754,0.527032,0.469099,0.474213,0.564993,0.509923,0.509028,0.397723,0.330131,0.345935,0.289818,0.238657,0.246991,0.598406,0.55817,0.562363,0.522706,0.486748,0.493335,0.36322,0.311611,0.318307,0.478811,0.414645,0.420937,0.501169,0.441017,0.44311,cluster3
0.643051,0.488215,0.486886,0.74098,0.639264,0.621252,0.75935,0.681207,0.645947,0.756651,0.685525,0.653575,0.598478,0.526996,0.5163,0.46496,0.3883,0.392035,0.439959,0.357922,0.361873,0.59167,0.434999,0.434603,0.665332,0.571616,0.556694,0.765688,0.696801,0.661041,0.757265,0.694514,0.662955,0.536653,0.471754,0.464229,0.386837,0.31649,0.323697,0.396533,0.325166,0.332891,0.5311,0.383008,0.385523,0.658781,0.569611,0.554311,0.861152,0.797071,0.761562,0.849823,0.791768,0.762157,0.544464,0.484993,0.479027,0.385854,0.320872,0.329622,0.441044,0.375633,0.386024,0.518754,0.377957,0.379813,0.663489,0.57602,0.561536,0.850149,0.786692,0.753992,0.819996,0.765623,0.740518,0.473142,0.415309,0.412159,0.332553,0.27425,0.284548,0.41148,0.350603,0.363151,0.544239,0.409179,0.410246,0.662266,0.576339,0.564356,0.807475,0.745255,0.71816,0.777591,0.72773,0.707397,0.441071,0.386722,0.386335,0.342009,0.285167,0.298046,0.371539,0.315998,0.331314,0.583989,0.450027,0.450373,0.677916,0.587861,0.574344,0.718309,0.662116,0.640256,0.702589,0.655572,0.640055,0.412897,0.366693,0.370111,0.323409,0.272995,0.288977,0.351032,0.301332,0.317647,0.611016,0.482081,0.480339,0.660471,0.570677,0.557339,0.70752,0.645099,0.625943,0.700705,0.653838,0.645475,0.431419,0.386382,0.393161,0.356174,0.309227,0.325323,0.402217,0.35867,0.377436,cluster2
0.644124,0.498301,0.470491,0.78504,0.696849,0.654244,0.872645,0.811219,0.758752,0.809112,0.759606,0.708138,0.556627,0.509371,0.475943,0.416581,0.357867,0.338258,0.404603,0.336401,0.319195,0.634912,0.494619,0.463806,0.76018,0.673499,0.629901,0.832017,0.764877,0.717447,0.774113,0.721925,0.677151,0.549047,0.501172,0.469063,0.415073,0.356433,0.338041,0.404583,0.336018,0.320433,0.607055,0.48579,0.451304,0.746259,0.667403,0.617449,0.790756,0.719688,0.675091,0.743822,0.688834,0.645612,0.525239,0.478068,0.447794,0.407685,0.353051,0.335203,0.396029,0.334449,0.319722,0.602654,0.494282,0.45402,0.724482,0.650646,0.597872,0.775065,0.704616,0.659516,0.729647,0.676621,0.632418,0.523941,0.471364,0.439035,0.414369,0.355059,0.334939,0.406163,0.342354,0.326243,0.608601,0.508126,0.467974,0.719688,0.647333,0.594479,0.761097,0.694024,0.649961,0.727565,0.674526,0.63361,0.554728,0.499044,0.466868,0.455838,0.395398,0.373454,0.44012,0.375694,0.356472,0.633423,0.539149,0.49369,0.714994,0.647134,0.59124,0.735695,0.675861,0.628796,0.707904,0.653627,0.61276,0.572068,0.514641,0.482254,0.488334,0.427051,0.404008,0.468931,0.406154,0.385305,0.624111,0.536744,0.491225,0.697229,0.634754,0.576621,0.705817,0.651162,0.596965,0.685527,0.634688,0.588962,0.577535,0.52123,0.486436,0.511539,0.449725,0.425164,0.490362,0.427212,0.405231,cluster2
0.689431,0.546243,0.533742,0.756885,0.622853,0.604518,0.804348,0.686155,0.660977,0.793237,0.684328,0.659391,0.697269,0.59415,0.579101,0.537984,0.439752,0.439674,0.473367,0.380055,0.384714,0.636301,0.496322,0.482669,0.670879,0.534094,0.513539,0.696605,0.574972,0.546834,0.652008,0.539301,0.513762,0.590809,0.480441,0.464521,0.473229,0.367367,0.364979,0.409063,0.315288,0.318989,0.632365,0.496326,0.480317,0.6944,0.553932,0.528689,0.771832,0.63589,0.60355,0.728747,0.596083,0.565944,0.649437,0.52127,0.50061,0.529072,0.416386,0.41142,0.462007,0.370647,0.371791,0.661043,0.531503,0.51346,0.684916,0.548825,0.522313,0.75474,0.617671,0.586342,0.761107,0.625256,0.596353,0.721925,0.591248,0.569747,0.600091,0.48834,0.481883,0.486998,0.398545,0.398832,0.677176,0.5536,0.534898,0.703337,0.567752,0.539763,0.715286,0.576345,0.54679,0.708938,0.572398,0.544957,0.68794,0.556898,0.533279,0.562559,0.448978,0.441479,0.459865,0.369965,0.369638,0.662481,0.542167,0.525991,0.736977,0.602139,0.574446,0.755953,0.620443,0.591642,0.730079,0.595437,0.568521,0.675022,0.545735,0.523727,0.585011,0.471326,0.464737,0.498169,0.403449,0.404512,0.683492,0.562844,0.548199,0.736308,0.604684,0.577861,0.748693,0.617012,0.588241,0.727135,0.594969,0.569721,0.667588,0.540386,0.523588,0.592929,0.478713,0.475728,0.523409,0.421495,0.424092,cluster2
0.654304,0.496465,0.472294,0.642666,0.513006,0.484041,0.774687,0.69265,0.655168,0.80284,0.734714,0.689367,0.766761,0.7147,0.667666,0.557137,0.508728,0.471772,0.435953,0.384355,0.356297,0.669466,0.516528,0.492649,0.640443,0.515113,0.484108,0.760098,0.681517,0.642621,0.785445,0.716393,0.673649,0.723728,0.669002,0.623476,0.525791,0.476814,0.441617,0.401527,0.349257,0.323596,0.640395,0.49684,0.471415,0.578627,0.457883,0.423505,0.680761,0.601435,0.559669,0.823951,0.755166,0.711463,0.769489,0.715093,0.670389,0.517584,0.469208,0.433492,0.373112,0.323817,0.299163,0.637589,0.504288,0.479751,0.580558,0.463435,0.42659,0.660845,0.58024,0.537304,0.808735,0.741839,0.699261,0.783424,0.730872,0.689709,0.484005,0.436886,0.405097,0.364307,0.316955,0.293407,0.637438,0.516285,0.49117,0.587998,0.478729,0.439037,0.673042,0.593541,0.550668,0.761606,0.697176,0.660684,0.756111,0.70566,0.671044,0.482079,0.436072,0.407527,0.376619,0.330296,0.308045,0.607788,0.497715,0.465233,0.619273,0.510668,0.466951,0.69586,0.612225,0.566077,0.665623,0.605116,0.568671,0.667871,0.618613,0.586433,0.500942,0.456477,0.430556,0.378168,0.334921,0.314708,0.57824,0.476936,0.440447,0.629411,0.530296,0.486053,0.655147,0.578818,0.531337,0.632314,0.574251,0.532216,0.597765,0.561035,0.529397,0.443537,0.406851,0.382373,0.407546,0.367073,0.348064,cluster2
0.663047,0.464979,0.456592,0.702162,0.485027,0.474781,0.605653,0.41185,0.408899,0.500758,0.34135,0.338567,0.657689,0.54893,0.526386,0.845945,0.766321,0.713174,0.874088,0.797983,0.742184,0.630401,0.44387,0.439302,0.67172,0.465137,0.455421,0.603478,0.415635,0.410581,0.449329,0.301099,0.299105,0.687562,0.57978,0.558385,0.914786,0.838456,0.785473,0.897536,0.825342,0.772846,0.648028,0.468013,0.464984,0.654995,0.457348,0.448601,0.593502,0.411949,0.406969,0.446098,0.304053,0.30115,0.713476,0.611572,0.589445,0.905557,0.829409,0.776171,0.905331,0.833059,0.783809,0.674876,0.497678,0.492854,0.636503,0.458095,0.449423,0.564108,0.401108,0.394649,0.47225,0.338079,0.33337,0.725449,0.627095,0.603835,0.882437,0.806926,0.754586,0.911786,0.839619,0.793817,0.699357,0.531635,0.52392,0.630271,0.467003,0.457865,0.552639,0.400684,0.392468,0.513424,0.388314,0.381442,0.707953,0.612173,0.589188,0.828364,0.74991,0.704058,0.86642,0.794248,0.755705,0.723574,0.58268,0.56813,0.639221,0.505387,0.492076,0.552064,0.42998,0.419385,0.544448,0.436685,0.427373,0.651437,0.559729,0.539468,0.759755,0.681723,0.646543,0.813062,0.744354,0.71334,0.686214,0.559215,0.54453,0.647534,0.530395,0.517369,0.568922,0.466131,0.455064,0.549504,0.453391,0.443167,0.596212,0.505441,0.484641,0.6992,0.618636,0.583313,0.724836,0.659164,0.633039,cluster2
0.711622,0.531083,0.525834,0.685448,0.506681,0.502694,0.607731,0.431985,0.427983,0.486656,0.318536,0.317478,0.648347,0.514895,0.497687,0.882805,0.784916,0.72588,0.900406,0.810257,0.745424,0.670923,0.48366,0.476964,0.646657,0.46575,0.462204,0.608172,0.432605,0.426162,0.494982,0.33245,0.329273,0.624813,0.493265,0.476663,0.881134,0.78289,0.724506,0.876427,0.785225,0.722374,0.708817,0.511311,0.500542,0.676069,0.490484,0.482284,0.638558,0.461933,0.452341,0.502362,0.344544,0.339952,0.6187,0.492846,0.475551,0.872489,0.77565,0.719734,0.878373,0.785153,0.722894,0.709419,0.517072,0.502776,0.686028,0.500892,0.489745,0.643141,0.474952,0.463055,0.50761,0.361067,0.353805,0.602373,0.478091,0.461136,0.829412,0.733302,0.68471,0.842895,0.750928,0.694038,0.711149,0.535888,0.517427,0.68323,0.51373,0.498613,0.644891,0.491559,0.47758,0.522372,0.385227,0.374745,0.5684,0.448138,0.434337,0.76763,0.673617,0.634107,0.775668,0.688932,0.643109,0.701292,0.543696,0.522847,0.669016,0.52053,0.501873,0.640139,0.506637,0.491076,0.531024,0.405692,0.392752,0.535037,0.418101,0.402261,0.677955,0.587618,0.551074,0.688581,0.60792,0.573662,0.670862,0.520331,0.503632,0.647814,0.506194,0.490876,0.642607,0.512726,0.498684,0.553101,0.435471,0.419693,0.545642,0.43017,0.410338,0.656931,0.562889,0.52757,0.629361,0.552839,0.528727,cluster2
0.738778,0.560774,0.538455,0.739295,0.554358,0.532805,0.718423,0.537279,0.514225,0.688177,0.512265,0.488327,0.716564,0.555196,0.526089,0.788038,0.645104,0.604345,0.757179,0.615922,0.575601,0.698258,0.530191,0.513666,0.69945,0.527715,0.511257,0.70053,0.531768,0.511583,0.682092,0.515738,0.493868,0.715714,0.557572,0.531126,0.781477,0.644017,0.604347,0.789777,0.648146,0.603932,0.661686,0.50312,0.492593,0.666491,0.504599,0.49238,0.664685,0.503564,0.489663,0.636431,0.483205,0.46833,0.664192,0.517396,0.497262,0.74276,0.605253,0.573334,0.754816,0.616779,0.579949,0.629199,0.491048,0.483705,0.619186,0.481801,0.47274,0.622996,0.483351,0.472337,0.60627,0.466341,0.453549,0.621777,0.483221,0.467498,0.70492,0.572725,0.544262,0.722644,0.588734,0.555966,0.609874,0.473673,0.46546,0.61551,0.482124,0.472627,0.620512,0.486688,0.476968,0.607197,0.471405,0.457912,0.626179,0.486703,0.467921,0.694238,0.561575,0.533315,0.707853,0.575589,0.544455,0.598741,0.466489,0.455235,0.608655,0.475148,0.462937,0.632068,0.498762,0.487707,0.626255,0.491777,0.478067,0.635715,0.497584,0.479716,0.684129,0.547514,0.5252,0.702825,0.568735,0.543057,0.614462,0.487012,0.47268,0.619867,0.490591,0.475942,0.634078,0.505523,0.490828,0.637395,0.506315,0.490985,0.635042,0.498296,0.481348,0.675048,0.538168,0.519486,0.698123,0.563274,0.541302,cluster2
0.765932,0.58187,0.542695,0.804167,0.618053,0.57625,0.818712,0.628272,0.584915,0.817502,0.622511,0.578065,0.805559,0.609942,0.565796,0.773552,0.579225,0.533892,0.752359,0.5579,0.511393,0.711184,0.544727,0.518612,0.72959,0.556718,0.526611,0.739341,0.557937,0.523406,0.756321,0.568814,0.531136,0.773598,0.584251,0.545303,0.779437,0.589531,0.547691,0.751737,0.558466,0.51232,0.506333,0.39171,0.382922,0.513333,0.385937,0.370222,0.583107,0.437657,0.415713,0.64441,0.480808,0.453241,0.625494,0.466031,0.436529,0.622755,0.475082,0.443766,0.597854,0.455613,0.422708,0.644252,0.54116,0.535539,0.61414,0.49783,0.487832,0.592261,0.462642,0.446036,0.585088,0.443179,0.421483,0.605706,0.462877,0.438812,0.679352,0.54829,0.522415,0.778988,0.650709,0.622026,0.581261,0.465659,0.455541,0.616932,0.500022,0.489547,0.673171,0.547053,0.532308,0.649965,0.510168,0.489574,0.599793,0.456969,0.433533,0.670073,0.53429,0.508851,0.77806,0.644664,0.617477,0.604203,0.463944,0.447553,0.562058,0.432971,0.418542,0.703609,0.570255,0.553957,0.691565,0.552255,0.532934,0.589768,0.444766,0.420721,0.693572,0.551344,0.525914,0.773937,0.632935,0.607008,0.658961,0.50776,0.486141,0.570614,0.434645,0.416651,0.725737,0.588627,0.570131,0.700595,0.557932,0.537226,0.591601,0.445634,0.422295,0.737491,0.58665,0.559933,0.789383,0.638766,0.611291,cluster2
0.689147,0.527956,0.506411,0.705557,0.542959,0.517296,0.726411,0.55951,0.529624,0.744191,0.573207,0.539554,0.749604,0.576456,0.540228,0.750672,0.576142,0.539241,0.738624,0.563959,0.526067,0.600999,0.460589,0.45424,0.610304,0.46763,0.457519,0.626356,0.480764,0.465599,0.642559,0.494178,0.474602,0.657709,0.506226,0.484123,0.670958,0.516667,0.491675,0.685423,0.525109,0.495151,0.594723,0.453645,0.450052,0.592076,0.451709,0.447018,0.608066,0.464509,0.455442,0.621159,0.475354,0.461998,0.621621,0.475562,0.459966,0.632034,0.483317,0.464642,0.656024,0.498949,0.47367,0.623278,0.473804,0.466787,0.625028,0.475303,0.467482,0.627052,0.47714,0.468476,0.62695,0.477091,0.466734,0.629687,0.478098,0.464575,0.638388,0.482858,0.465853,0.665396,0.500873,0.476895,0.65723,0.498375,0.486737,0.65151,0.493528,0.482547,0.646378,0.489878,0.479429,0.645435,0.488449,0.477418,0.649563,0.489279,0.475309,0.660842,0.495373,0.477005,0.688891,0.514398,0.489677,0.676929,0.515767,0.501828,0.668728,0.508213,0.494362,0.662115,0.502805,0.489542,0.660539,0.500252,0.486113,0.663879,0.499708,0.483034,0.676414,0.505197,0.484639,0.703704,0.524649,0.499489,0.691536,0.534937,0.516746,0.687146,0.52937,0.511586,0.684674,0.525746,0.509279,0.684794,0.523728,0.507357,0.688174,0.523158,0.505601,0.700196,0.52903,0.508766,0.721935,0.544032,0.5204,cluster2
0.648111,0.499227,0.490546,0.650527,0.501763,0.490744,0.655545,0.505757,0.492624,0.661779,0.510379,0.494564,0.66973,0.516916,0.498292,0.674386,0.520181,0.499445,0.679542,0.523915,0.500864,0.625461,0.480647,0.477437,0.623427,0.479699,0.473905,0.622458,0.479374,0.471286,0.622792,0.47992,0.469385,0.623608,0.480994,0.468029,0.624584,0.481995,0.466872,0.62822,0.484094,0.46683,0.639374,0.489973,0.483453,0.638133,0.488724,0.481391,0.637331,0.488314,0.480403,0.636321,0.487885,0.479003,0.634124,0.485234,0.474128,0.632244,0.483243,0.469914,0.636385,0.484904,0.469389,0.653822,0.501162,0.491788,0.651523,0.498165,0.489213,0.651665,0.498138,0.489754,0.651455,0.498204,0.48981,0.649171,0.493942,0.483346,0.647039,0.490185,0.477554,0.653716,0.49357,0.477835,0.662494,0.50991,0.499898,0.659465,0.505792,0.496497,0.657463,0.503164,0.494348,0.657035,0.502452,0.493866,0.654924,0.497792,0.487126,0.654681,0.494851,0.481852,0.667082,0.500814,0.48377,0.672954,0.523771,0.510433,0.669162,0.51901,0.506631,0.665705,0.514443,0.502779,0.662966,0.510641,0.49896,0.660273,0.505715,0.492473,0.658959,0.501269,0.486361,0.673542,0.50869,0.490612,0.696951,0.556817,0.534587,0.694037,0.551881,0.532009,0.69271,0.548559,0.530625,0.692273,0.545437,0.528291,0.692916,0.542699,0.525805,0.695218,0.541071,0.523944,0.704887,0.544543,0.526409,cluster2
0.571611,0.481669,0.479455,0.58837,0.494806,0.490701,0.639326,0.541678,0.534934,0.652902,0.555721,0.547841,0.647747,0.558342,0.552349,0.648576,0.566994,0.560653,0.608633,0.534725,0.52822,0.569775,0.495749,0.493098,0.540288,0.46167,0.456004,0.565838,0.480425,0.471304,0.555842,0.470237,0.460073,0.51614,0.441449,0.435413,0.492775,0.430239,0.426459,0.492248,0.434746,0.430435,0.57334,0.50494,0.502941,0.540476,0.470666,0.467333,0.566498,0.489832,0.48356,0.579756,0.500114,0.490578,0.541034,0.472478,0.465399,0.540122,0.481732,0.474574,0.594314,0.539837,0.531587,0.643103,0.576678,0.568931,0.626471,0.560916,0.552658,0.578288,0.510675,0.500913,0.627708,0.552894,0.540791,0.648084,0.582343,0.57372,0.614662,0.556898,0.548151,0.633442,0.574932,0.566132,0.661436,0.59524,0.586176,0.660535,0.595945,0.587572,0.592142,0.52427,0.514896,0.600818,0.52854,0.518329,0.612121,0.544361,0.535526,0.563849,0.501964,0.493902,0.601939,0.539366,0.531916,0.661036,0.596371,0.590305,0.649995,0.584499,0.578488,0.615839,0.549403,0.543086,0.609935,0.543304,0.536163,0.591858,0.5256,0.518369,0.59014,0.525471,0.518894,0.647618,0.573463,0.564865,0.661507,0.596996,0.58952,0.621408,0.553841,0.545792,0.630665,0.564496,0.557772,0.633974,0.568292,0.561464,0.606366,0.543154,0.536687,0.629487,0.566313,0.559637,0.650303,0.580271,0.572576,cluster2
0.671057,0.517686,0.502863,0.665229,0.512232,0.498699,0.664371,0.510653,0.49481,0.651388,0.49699,0.477812,0.642956,0.489357,0.468839,0.650744,0.497555,0.477547,0.668035,0.512132,0.495144,0.653981,0.504206,0.490683,0.651555,0.501362,0.489719,0.658843,0.507002,0.49459,0.667099,0.514051,0.498083,0.657081,0.504571,0.486918,0.636199,0.486042,0.469152,0.633715,0.484057,0.470713,0.659779,0.505433,0.490039,0.661878,0.505632,0.491202,0.679687,0.52026,0.505007,0.697728,0.537163,0.519946,0.695732,0.535384,0.516813,0.671449,0.514329,0.497907,0.643344,0.490599,0.479281,0.668604,0.510895,0.494255,0.673434,0.51366,0.496454,0.690785,0.527858,0.509712,0.706215,0.542314,0.523515,0.707291,0.543148,0.524719,0.688382,0.526429,0.509775,0.655029,0.498849,0.488261,0.673492,0.516121,0.499388,0.685016,0.522754,0.504598,0.702436,0.53674,0.51738,0.712731,0.54811,0.529448,0.714442,0.549949,0.531743,0.695714,0.533863,0.517496,0.658799,0.502785,0.492199,0.680044,0.526281,0.50807,0.691308,0.532655,0.513858,0.712611,0.548897,0.528303,0.719583,0.556422,0.536394,0.71715,0.554672,0.535576,0.701276,0.541143,0.523468,0.664971,0.511496,0.498222,0.707024,0.560921,0.537663,0.711998,0.562055,0.539488,0.721948,0.5678,0.542808,0.722149,0.567045,0.540693,0.715797,0.560412,0.535901,0.707212,0.554039,0.532959,0.682738,0.53505,0.519417,cluster2
